Customer ID,Age,Gender,Job,Annual Income,Account Creation Date,Last Login Time,Purchase Frequency,Average Purchase Price,Most Purchased Category,App Usage Frequency,Preferred Payment Method,Marketing Opt-In,Recent Purchase Date,Promotion Response,Preferred Brand
192,37,Female,Finance,95403,2020-11-26,2024-05-01 2:30,18,419.52,Golf,4.67,Mobile,TRUE,2023-07-08,1,Hazzys
193,65,Female,Services,167715,2019-11-03,2024-05-05 3:05,26,398.89,Luxury,2.31,Mobile,TRUE,2023-07-29,1,Hazzys
194,69,Female,Healthcare,160932,2022-03-27,2024-05-03 10:13,27,387.83,Golf,2.83,Mobile,TRUE,2023-10-06,0,Daks
195,28,Female,Technology,131808,2020-10-21,2024-05-08 21:53,17,297.35,Bags/Accessories,2.26,Mobile,FALSE,2023-12-03,1,Double Flag
196,57,Male,Finance,62171,2020-05-08,2024-05-05 9:25,17,162.28,Men's Clothing,3.54,App,TRUE,2023-08-12,0,Daks
197,67,Female,Technology,30285,2023-07-04,2024-05-09 3:09,2,469.15,Beauty,1.03,Mobile,FALSE,2024-03-28,1,Hazzys
198,53,Female,Healthcare,90633,2021-07-12,2024-05-03 8:57,3,34.42,Sports,4.24,Mobile,FALSE,2023-11-18,0,Daks
199,41,Female,Technology,199874,2021-07-12,2024-05-08 9:30,9,397.54,Shoes,2.88,Credit Card,FALSE,2024-01-05,1,Double Flag
200,40,Female,Technology,135537,2022-08-27,2024-05-08 15:32,14,55.88,Bags/Accessories,4.64,Credit Card,TRUE,2024-02-17,1,Hazzys
201,69,Male,Education,92761,2021-01-03,2024-05-09 0:16,24,249.28,Sports,2.7,Mobile,TRUE,2023-10-30,1,Gucci
202,19,Male,Healthcare,135761,2022-02-02,2024-05-05 1:12,26,241.39,Men's Clothing,0.92,Virtual Account,TRUE,2023-07-25,1,Nike
203,27,Female,Healthcare,134260,2022-12-28,2024-05-07 23:13,15,195.02,Women's Clothing,2.19,App,TRUE,2024-03-05,0,Double Flag
204,53,Male,Finance,75693,2021-08-13,2024-05-04 12:58,28,129.11,Kids,3.54,Credit Card,TRUE,2024-02-22,1,Daks
205,21,Female,Technology,37640,2022-08-14,2024-05-04 8:51,14,197.34,Golf,4.56,Credit Card,TRUE,2023-07-16,0,Daks
206,20,Female,Technology,72665,2020-03-02,2024-05-02 22:44,17,238.39,Beauty,4.93,Virtual Account,FALSE,2024-04-01,1,Nike
207,19,Female,Healthcare,32351,2019-11-10,2024-05-05 8:57,0,306.73,Luxury,4.03,Virtual Account,FALSE,2024-05-06,0,Gucci
208,46,Male,Education,122023,2022-10-12,2024-05-01 1:25,3,235.59,Beauty,4.35,Credit Card,TRUE,2023-09-15,0,Daks
209,53,Male,Finance,83534,2021-02-26,2024-05-03 14:32,9,478.38,Sports,2.64,Credit Card,TRUE,2023-07-09,1,Hazzys
210,32,Female,Services,48220,2020-04-07,2024-05-05 19:08,19,200.9,Bags/Accessories,1.43,App,TRUE,2024-04-12,1,Hazzys
211,47,Female,Technology,123399,2022-07-30,2024-05-07 13:26,20,428.68,Golf,3.72,Mobile,TRUE,2023-07-30,0,Daks
212,23,Female,Education,38635,2020-06-07,2024-05-06 6:31,14,318.64,Kids,4.35,Virtual Account,TRUE,2023-09-14,1,Hazzys
213,44,Male,Technology,42917,2021-08-18,2024-05-05 7:40,2,339.6,Men's Clothing,2.84,Credit Card,FALSE,2023-05-24,0,Gucci
214,21,Male,Finance,133651,2023-11-16,2024-05-07 7:01,6,290.87,Bags/Accessories,4.85,Credit Card,TRUE,2024-02-01,0,Nike
215,22,Male,Healthcare,71012,2021-05-16,2024-05-07 23:07,14,219.32,Golf,0.28,Mobile,FALSE,2023-07-07,0,Daks
216,18,Female,Technology,51885,2020-08-11,2024-05-07 7:44,18,269.43,Women's Clothing,0.92,Virtual Account,TRUE,2024-02-05,0,Hazzys
217,55,Female,Technology,136302,2024-02-09,2024-05-06 22:39,28,120.25,Luxury,3.55,App,FALSE,2024-05-07,0,Hazzys
218,66,Male,Technology,51373,2023-03-07,2024-05-06 2:46,29,477.87,Women's Clothing,4.57,Virtual Account,TRUE,2024-03-09,1,Hazzys
219,64,Female,Education,183157,2020-03-06,2024-05-07 8:15,5,89.1,Bags/Accessories,3.88,Virtual Account,TRUE,2024-05-01,0,Double Flag
220,26,Male,Education,63508,2024-02-13,2024-05-06 11:27,13,114.95,Men's Clothing,0.19,App,TRUE,2023-07-31,0,Daks
221,58,Male,Education,91845,2023-12-17,2024-05-01 21:14,13,128.24,Shoes,3.74,Virtual Account,TRUE,2024-04-03,0,Gucci
222,45,Female,Healthcare,91804,2019-06-24,2024-05-02 20:23,12,442.77,Beauty,0.13,Credit Card,FALSE,2023-11-19,0,Daks
223,69,Male,Education,198144,2022-11-22,2024-05-08 11:57,26,248,Bags/Accessories,3.29,App,FALSE,2024-04-21,1,Gucci
224,54,Female,Services,57097,2021-12-21,2024-05-09 7:13,12,72.62,Luxury,0.83,App,TRUE,2024-02-10,0,Gucci
225,31,Female,Finance,159170,2020-05-05,2024-05-06 18:10,11,301.94,Luxury,3.73,Mobile,FALSE,2023-11-07,1,Gucci
226,37,Male,Education,100720,2020-02-13,2024-05-02 17:25,1,278.65,Shoes,2.23,Mobile,TRUE,2023-10-11,1,Nike
227,68,Male,Education,91164,2023-09-28,2024-05-07 21:45,16,426.76,Golf,3.1,App,TRUE,2023-08-03,0,Gucci
228,63,Male,Healthcare,130133,2019-10-24,2024-05-02 6:37,12,103.38,Men's Clothing,4.66,Credit Card,FALSE,2023-09-24,0,Double Flag
229,19,Male,Technology,139859,2020-09-11,2024-05-06 18:47,22,121.7,Luxury,2.64,Credit Card,TRUE,2023-08-14,1,Hazzys
230,45,Male,Education,40053,2021-03-26,2024-05-01 13:18,18,77.03,Sports,0.53,App,TRUE,2024-05-04,1,Double Flag
231,31,Male,Finance,169235,2020-10-01,2024-05-08 10:07,24,78.76,Luxury,1.19,App,FALSE,2024-03-15,1,Daks
232,57,Female,Healthcare,120190,2021-11-15,2024-05-06 3:13,25,163.99,Sports,1.7,Virtual Account,TRUE,2024-01-28,1,Nike
233,49,Male,Healthcare,121084,2024-04-07,2024-05-06 9:20,24,281.59,Women's Clothing,3.04,App,TRUE,2024-05-01,1,Double Flag
234,49,Female,Healthcare,45484,2021-08-01,2024-05-03 16:07,0,356.56,Sports,0.45,Virtual Account,TRUE,2023-12-29,1,Nike
235,44,Male,Services,146581,2022-07-18,2024-05-06 22:39,21,140.05,Luxury,4.08,Virtual Account,FALSE,2023-05-10,1,Double Flag
236,64,Male,Technology,121441,2021-08-19,2024-05-02 16:39,24,360.92,Shoes,4.76,App,FALSE,2023-07-28,1,Hazzys
237,64,Male,Healthcare,92259,2022-02-03,2024-05-07 13:14,28,172.09,Men's Clothing,3.71,Mobile,FALSE,2024-03-13,1,Double Flag
238,28,Male,Technology,148233,2019-11-11,2024-05-01 10:38,24,495.1,Bags/Accessories,4.29,Credit Card,TRUE,2023-10-18,1,Nike
239,68,Male,Services,130707,2022-10-08,2024-05-07 7:56,11,90.51,Sports,2.83,Mobile,FALSE,2024-02-28,1,Hazzys
240,41,Female,Services,49054,2020-09-30,2024-05-07 6:57,19,481.44,Golf,1.51,Virtual Account,FALSE,2023-08-18,0,Nike
241,32,Male,Services,123530,2022-02-18,2024-05-05 22:05,17,64.8,Shoes,1.47,Mobile,FALSE,2023-08-25,1,Daks
242,19,Female,Technology,100896,2020-07-30,2024-05-02 10:12,10,101.81,Men's Clothing,0.41,Virtual Account,TRUE,2023-11-16,1,Nike
243,34,Male,Healthcare,189290,2023-02-18,2024-05-07 5:21,7,153.64,Women's Clothing,3.16,Mobile,FALSE,2024-01-12,0,Gucci
244,67,Male,Services,81243,2019-08-31,2024-05-01 9:01,12,366.91,Golf,2.26,Credit Card,TRUE,2024-04-12,1,Gucci
245,22,Female,Technology,91693,2019-08-11,2024-05-06 3:55,12,225.02,Sports,3.54,Virtual Account,FALSE,2023-12-23,1,Gucci
246,22,Male,Finance,134551,2022-06-16,2024-05-08 8:27,5,243.27,Bags/Accessories,2.09,Virtual Account,FALSE,2023-12-07,1,Nike
247,24,Male,Services,134837,2020-06-26,2024-05-06 17:01,8,439.29,Shoes,3.54,App,FALSE,2023-08-12,0,Double Flag
248,24,Male,Services,108981,2020-07-14,2024-05-04 17:51,16,290.52,Luxury,2.71,Mobile,TRUE,2024-03-05,0,Double Flag
249,65,Male,Education,128535,2019-07-03,2024-05-03 20:47,0,327.39,Golf,3.3,Credit Card,FALSE,2023-11-22,1,Double Flag
250,62,Male,Technology,144331,2020-05-24,2024-05-04 11:37,24,283.8,Golf,0.91,Credit Card,TRUE,2023-09-01,0,Double Flag
251,63,Female,Healthcare,45620,2021-10-05,2024-05-08 14:17,16,194.12,Shoes,4.27,Mobile,TRUE,2023-07-21,1,Hazzys
252,31,Female,Education,64225,2022-12-18,2024-05-04 7:10,28,206.76,Beauty,4.88,Credit Card,TRUE,2024-03-14,1,Gucci
253,30,Female,Finance,159005,2022-09-05,2024-05-01 15:15,28,277.47,Shoes,4.64,App,TRUE,2023-12-02,1,Daks
254,49,Female,Education,104270,2021-11-03,2024-05-07 17:45,13,97.46,Men's Clothing,3.83,Credit Card,FALSE,2023-12-15,0,Double Flag
255,50,Male,Education,178527,2021-01-08,2024-05-06 20:15,5,228.14,Beauty,4.34,App,FALSE,2023-12-01,0,Double Flag
256,56,Male,Healthcare,192083,2020-02-27,2024-05-01 7:55,3,315.9,Luxury,3.82,Mobile,TRUE,2023-11-24,1,Daks
257,23,Female,Services,63354,2019-11-07,2024-05-01 9:06,4,151.85,Bags/Accessories,0.46,Mobile,TRUE,2024-01-10,1,Double Flag
258,32,Female,Technology,61900,2024-01-26,2024-05-04 1:14,6,264,Beauty,3.24,App,TRUE,2023-07-11,0,Daks
259,34,Male,Technology,191512,2023-06-10,2024-05-04 23:07,2,337.26,Kids,4.22,Virtual Account,TRUE,2024-03-20,0,Gucci
260,22,Male,Healthcare,71540,2019-06-08,2024-05-05 15:42,21,300.5,Shoes,4.76,App,FALSE,2024-02-12,0,Daks
261,52,Female,Technology,102424,2023-06-27,2024-05-08 0:37,20,453.6,Sports,1.12,Mobile,FALSE,2024-01-23,0,Nike
262,32,Male,Services,101133,2019-07-10,2024-05-03 2:23,6,234.56,Women's Clothing,4.68,Credit Card,FALSE,2024-04-28,0,Gucci
263,34,Male,Education,71139,2020-07-06,2024-05-06 1:02,17,356.58,Men's Clothing,3.46,Mobile,TRUE,2023-08-26,0,Daks
264,46,Male,Education,95369,2021-06-12,2024-05-02 20:53,15,463.54,Beauty,1.95,Mobile,FALSE,2024-03-05,0,Hazzys
265,62,Female,Technology,44095,2023-03-31,2024-05-01 7:15,1,105.61,Women's Clothing,1.1,Virtual Account,FALSE,2024-02-12,1,Nike
266,49,Female,Finance,112904,2020-07-05,2024-05-01 19:43,26,75.41,Beauty,0.19,App,FALSE,2024-04-19,1,Double Flag
267,36,Female,Healthcare,141363,2022-04-09,2024-05-04 20:04,20,218.45,Men's Clothing,4.24,Credit Card,FALSE,2023-05-15,1,Double Flag
268,59,Male,Healthcare,54242,2021-06-02,2024-05-03 3:34,24,219.83,Beauty,2.32,Mobile,FALSE,2023-09-16,0,Gucci
269,57,Female,Services,178781,2023-07-24,2024-05-06 9:32,12,225.73,Luxury,4.8,App,FALSE,2023-12-05,1,Nike
270,61,Female,Healthcare,112159,2021-05-31,2024-05-04 19:43,7,127.55,Women's Clothing,3.66,Virtual Account,FALSE,2023-06-24,1,Nike
271,43,Female,Technology,56557,2022-04-16,2024-05-06 18:42,9,70.3,Golf,1.32,Credit Card,TRUE,2024-03-08,1,Double Flag
272,35,Male,Education,62760,2024-01-11,2024-05-01 0:54,9,447.27,Kids,0.77,Virtual Account,FALSE,2023-07-24,1,Daks
273,34,Male,Education,82350,2024-01-21,2024-05-08 11:03,16,43.94,Women's Clothing,2.57,Virtual Account,TRUE,2024-05-01,0,Nike
274,41,Male,Education,76817,2020-06-20,2024-05-04 19:18,3,197.26,Golf,3.99,Mobile,FALSE,2023-06-13,1,Gucci
275,69,Male,Healthcare,178776,2022-06-03,2024-05-05 19:27,29,51.71,Kids,0.77,App,TRUE,2024-05-08,0,Daks
276,47,Female,Education,111918,2021-03-19,2024-05-04 18:09,29,198.57,Bags/Accessories,2.6,Mobile,FALSE,2023-10-14,0,Daks
277,26,Female,Healthcare,109646,2020-06-19,2024-05-05 12:13,2,99.96,Bags/Accessories,3.55,Credit Card,FALSE,2024-04-19,0,Double Flag
278,19,Male,Services,160583,2021-06-05,2024-05-05 20:52,22,326.81,Golf,1.95,Virtual Account,FALSE,2023-05-21,0,Double Flag
279,38,Male,Finance,199575,2023-07-07,2024-05-05 14:44,26,123.66,Shoes,3.44,Credit Card,FALSE,2023-11-11,0,Daks
280,36,Female,Technology,83878,2020-04-30,2024-05-05 15:41,18,120.06,Golf,4.28,Mobile,TRUE,2023-12-10,0,Nike
281,28,Female,Education,190739,2020-06-27,2024-05-04 11:16,7,343.86,Bags/Accessories,4.33,Credit Card,FALSE,2023-05-30,0,Nike
282,52,Female,Finance,69618,2024-05-06,2024-05-02 21:53,18,55.11,Sports,0.15,Credit Card,FALSE,2023-11-24,0,Daks
283,50,Male,Education,77038,2020-08-25,2024-05-04 15:41,16,455.95,Bags/Accessories,1.17,Virtual Account,FALSE,2023-09-08,0,Hazzys
284,39,Female,Technology,197435,2023-07-08,2024-05-06 4:21,13,113.87,Golf,2.45,Credit Card,TRUE,2023-12-04,1,Gucci
285,60,Female,Healthcare,85559,2019-06-03,2024-05-07 20:04,6,281.17,Kids,3.32,Mobile,TRUE,2024-02-06,1,Daks
286,47,Male,Finance,82582,2021-03-07,2024-05-03 13:59,22,315.24,Shoes,2.61,App,FALSE,2024-03-22,1,Gucci
287,18,Female,Technology,156479,2023-09-22,2024-05-02 7:34,20,203.4,Women's Clothing,2.59,Mobile,FALSE,2023-09-30,1,Daks
288,19,Female,Finance,70905,2022-04-12,2024-05-06 8:38,11,73.88,Beauty,3.51,Credit Card,TRUE,2023-09-03,0,Hazzys
289,43,Male,Finance,108956,2020-06-14,2024-05-09 7:12,29,85.52,Beauty,2.77,App,TRUE,2023-06-10,1,Nike
290,23,Female,Technology,183741,2021-06-12,2024-05-01 20:51,13,296.38,Beauty,1.54,App,FALSE,2024-05-08,0,Gucci
291,37,Male,Services,136151,2023-06-02,2024-05-04 21:30,2,158.66,Luxury,1.26,Virtual Account,FALSE,2023-10-14,1,Double Flag
292,57,Female,Technology,161452,2020-05-23,2024-05-07 20:04,20,417.47,Beauty,3.97,Mobile,FALSE,2023-11-09,1,Double Flag
293,53,Female,Technology,147425,2019-07-27,2024-05-01 12:05,4,166.45,Shoes,0.88,App,FALSE,2023-09-09,1,Gucci
294,19,Male,Technology,178618,2020-05-24,2024-05-01 10:08,4,228.59,Shoes,0.82,App,TRUE,2024-02-12,1,Daks
295,23,Female,Healthcare,102414,2024-04-30,2024-05-07 22:25,8,316.97,Bags/Accessories,4.98,Credit Card,FALSE,2024-01-22,1,Gucci
296,31,Male,Education,55662,2021-06-13,2024-05-05 5:46,10,303.81,Women's Clothing,3.4,Mobile,FALSE,2023-10-25,0,Nike
297,42,Male,Education,164812,2022-02-16,2024-05-06 8:33,15,323.57,Golf,1.02,Credit Card,TRUE,2023-07-08,1,Gucci
298,61,Female,Services,115526,2020-07-23,2024-05-03 21:33,9,395.31,Men's Clothing,0.11,Mobile,TRUE,2023-10-10,0,Gucci
299,55,Female,Education,86560,2022-11-29,2024-05-07 20:10,6,315.57,Luxury,1.66,App,FALSE,2023-08-28,1,Gucci
300,23,Female,Finance,86474,2023-03-10,2024-05-03 6:56,28,179.25,Luxury,4.32,Virtual Account,FALSE,2023-06-11,0,Gucci
301,23,Female,Education,84201,2019-07-20,2024-05-05 11:05,24,125.7,Women's Clothing,4.26,Credit Card,FALSE,2024-02-12,1,Hazzys
302,30,Male,Technology,73102,2020-04-10,2024-05-01 20:14,22,451.14,Kids,4.62,Credit Card,FALSE,2024-04-18,1,Double Flag
303,67,Male,Technology,46873,2022-04-22,2024-05-08 1:38,28,29.46,Men's Clothing,0.04,App,TRUE,2023-09-03,0,Daks
304,60,Male,Healthcare,34275,2022-09-24,2024-05-03 12:46,18,25.41,Shoes,2.36,Mobile,FALSE,2023-10-25,0,Hazzys
305,27,Male,Healthcare,95803,2022-03-08,2024-05-04 16:26,29,255.11,Beauty,3.79,Virtual Account,FALSE,2023-09-27,1,Daks
306,45,Male,Technology,130400,2022-10-27,2024-05-01 7:09,8,348.56,Luxury,3.2,Mobile,FALSE,2024-03-25,1,Hazzys
307,50,Female,Technology,84405,2023-06-11,2024-05-03 16:18,4,460.58,Luxury,0.35,Credit Card,TRUE,2023-12-15,1,Daks
308,38,Female,Technology,185484,2022-06-17,2024-05-07 17:20,21,241.44,Sports,2.48,Virtual Account,TRUE,2023-10-02,0,Hazzys
309,61,Female,Services,109329,2019-07-13,2024-05-09 6:17,10,344.59,Luxury,4.36,App,FALSE,2023-08-18,0,Gucci
310,60,Female,Finance,155700,2023-11-16,2024-05-05 12:49,27,310.46,Luxury,4.25,Credit Card,FALSE,2023-07-22,0,Daks
311,67,Male,Education,160962,2023-09-05,2024-05-06 5:44,24,110.05,Men's Clothing,4.47,Mobile,TRUE,2024-03-05,1,Hazzys
312,27,Female,Services,70977,2019-06-15,2024-05-07 3:21,17,163.6,Golf,3.22,Virtual Account,FALSE,2024-02-25,1,Nike
313,59,Male,Technology,197733,2022-01-28,2024-05-02 12:13,25,260.2,Men's Clothing,3.99,Credit Card,FALSE,2024-03-30,1,Double Flag
314,47,Male,Education,50319,2020-11-06,2024-05-06 16:33,16,333.57,Kids,3.77,Mobile,TRUE,2024-03-25,1,Hazzys
315,57,Female,Healthcare,175748,2021-01-12,2024-05-08 6:44,22,272.05,Luxury,3.35,Virtual Account,TRUE,2024-01-21,1,Gucci
316,60,Male,Finance,87818,2021-04-03,2024-05-06 21:12,3,165.9,Shoes,3.02,Credit Card,TRUE,2023-12-29,1,Double Flag
317,32,Female,Education,52829,2020-01-03,2024-05-05 18:34,1,395.55,Beauty,3.45,Credit Card,FALSE,2023-11-19,1,Daks
318,57,Male,Education,124905,2022-08-13,2024-05-01 12:03,5,396.1,Men's Clothing,4.63,App,TRUE,2023-08-17,1,Gucci
319,20,Female,Healthcare,31954,2021-01-08,2024-05-02 21:05,15,455.8,Bags/Accessories,4.19,Credit Card,FALSE,2023-09-21,1,Double Flag
320,67,Male,Healthcare,72040,2021-04-02,2024-05-03 22:20,2,117.77,Shoes,2.75,Credit Card,FALSE,2023-12-07,1,Gucci
321,46,Female,Technology,196008,2019-12-02,2024-05-01 0:45,2,176.47,Kids,4.68,Credit Card,TRUE,2023-12-16,1,Daks
322,42,Female,Technology,158898,2023-12-14,2024-05-01 13:20,17,380.91,Luxury,3.87,Credit Card,TRUE,2024-04-22,1,Hazzys
323,57,Female,Education,158747,2020-07-25,2024-05-08 12:44,20,441.51,Bags/Accessories,4.76,Virtual Account,FALSE,2023-11-10,1,Daks
324,41,Female,Services,48886,2019-11-24,2024-05-03 1:35,17,494.58,Bags/Accessories,1.08,Credit Card,FALSE,2023-09-03,0,Nike
325,66,Female,Finance,198453,2023-05-21,2024-05-06 19:02,16,295.73,Women's Clothing,1.28,Virtual Account,FALSE,2023-07-15,0,Daks
326,69,Male,Finance,138685,2021-09-05,2024-05-07 17:00,12,208.36,Women's Clothing,1.22,Mobile,TRUE,2023-07-27,1,Hazzys
327,69,Male,Technology,40846,2020-03-30,2024-05-02 14:03,12,157,Golf,4.54,Virtual Account,TRUE,2023-05-22,1,Double Flag
328,19,Male,Finance,112013,2021-07-16,2024-05-04 16:07,1,392.24,Men's Clothing,4.86,Credit Card,TRUE,2023-10-27,1,Double Flag
329,39,Male,Education,196774,2022-11-24,2024-05-01 21:53,10,313.86,Luxury,4.58,Virtual Account,TRUE,2023-11-15,0,Hazzys
330,21,Male,Finance,89527,2024-05-03,2024-05-09 6:47,5,339.32,Beauty,1.5,Credit Card,TRUE,2023-06-19,1,Daks
331,53,Male,Finance,160452,2021-07-18,2024-05-06 7:43,13,446.42,Women's Clothing,2.52,Credit Card,TRUE,2024-01-06,0,Daks
332,36,Male,Education,,2019-07-30,2024-05-07 14:02,2,478.63,Men's Clothing,2.66,Credit Card,TRUE,2024-02-19,0,Nike
333,25,Male,Education,145596,2023-08-07,2024-05-03 23:47,12,119.95,Men's Clothing,1.58,Credit Card,FALSE,2024-04-30,1,Gucci
334,66,Male,Services,31087,2022-05-01,2024-05-09 3:33,1,401.33,Sports,2.35,Mobile,TRUE,2023-12-24,1,Gucci
335,46,Female,Services,94191,2021-10-19,2024-05-06 3:54,17,127.69,Men's Clothing,4.38,App,FALSE,2023-06-29,0,Gucci
336,53,Male,Services,181182,2020-06-25,2024-05-04 6:08,8,100.82,Women's Clothing,0.66,Virtual Account,FALSE,2023-05-18,1,Double Flag
337,58,Male,Finance,30740,2022-12-10,2024-05-03 21:43,8,381.51,Golf,1.27,Mobile,TRUE,2024-01-20,0,Gucci
338,43,Female,Education,50488,2021-09-22,2024-05-08 3:38,23,158.37,Bags/Accessories,4.54,App,TRUE,2024-01-01,1,Nike
339,32,Female,Healthcare,139105,2023-05-03,2024-05-03 12:36,9,183.68,Bags/Accessories,4.32,App,FALSE,2024-02-01,1,Gucci
340,21,Male,Technology,178548,2023-02-03,2024-05-05 17:03,6,213.06,Luxury,3.09,Credit Card,FALSE,2023-07-25,0,Hazzys
341,43,Female,Services,127498,2020-05-22,2024-05-07 10:50,4,384.59,Shoes,4.33,Mobile,FALSE,2023-07-12,1,Gucci
342,48,Female,Services,100823,2021-10-07,2024-05-05 18:27,10,479.32,Shoes,3.89,Virtual Account,TRUE,2023-10-16,0,Daks
343,21,Female,Education,199870,2020-10-28,2024-05-03 14:25,12,302.8,Shoes,4.32,Mobile,FALSE,2024-02-01,1,Hazzys
344,64,Male,Education,167528,2024-01-29,2024-05-02 0:28,24,318.63,Kids,3.3,Virtual Account,TRUE,2024-02-19,0,Double Flag
345,54,Female,Services,171686,2023-08-17,2024-05-06 4:06,7,180.38,Men's Clothing,4.45,Mobile,TRUE,2024-04-10,0,Nike
346,30,Female,Education,,2021-03-11,2024-05-08 10:14,16,492.33,Bags/Accessories,0.54,App,TRUE,2023-12-02,0,Nike
347,45,Female,Finance,111944,2019-11-15,2024-05-09 0:43,14,453.82,Bags/Accessories,0.22,Credit Card,TRUE,2023-10-02,1,Hazzys
348,65,Female,Services,61571,2024-04-23,2024-05-06 1:13,20,304.68,Beauty,4.08,Mobile,FALSE,2024-03-03,0,Daks
349,61,Female,Finance,97795,2022-10-16,2024-05-02 12:57,12,199.38,Kids,3.76,Mobile,FALSE,2024-05-01,0,Nike
350,42,Male,Technology,111560,2020-09-08,2024-05-03 18:15,15,33.17,Women's Clothing,4.78,Credit Card,TRUE,2023-11-02,1,Hazzys
351,32,Male,Services,81729,2023-08-08,2024-05-03 4:46,17,470.24,Beauty,3.82,App,FALSE,2024-02-13,1,Hazzys
352,67,Female,Finance,189728,2021-09-17,2024-05-07 6:06,20,209.34,Luxury,0.18,Mobile,TRUE,2024-03-12,1,Gucci
353,59,Male,Finance,174435,2021-06-24,2024-05-02 12:38,21,394.18,Beauty,0.52,Credit Card,FALSE,2023-07-25,1,Daks
354,37,Male,Healthcare,122933,2021-10-11,2024-05-04 0:06,6,251.47,Sports,0.61,Credit Card,FALSE,2023-09-15,0,Hazzys
355,39,Male,Education,34304,2022-02-24,2024-05-05 0:53,12,174.49,Beauty,0.6,App,FALSE,2024-02-09,0,Hazzys
356,52,Female,Services,173426,2022-01-17,2024-05-04 21:23,8,244.62,Women's Clothing,4.81,Credit Card,TRUE,2023-10-06,0,Gucci
357,48,Female,Education,148278,2019-07-19,2024-05-01 6:41,16,284.18,Men's Clothing,4.62,Mobile,TRUE,2024-02-06,0,Hazzys
358,69,Female,Technology,97964,2021-02-19,2024-05-01 21:10,11,386.68,Beauty,3.49,App,FALSE,2023-07-24,0,Double Flag
359,23,Male,Services,180426,2019-08-01,2024-05-04 18:18,26,171.7,Golf,0.72,App,FALSE,2024-05-07,1,Hazzys
360,23,Female,Finance,187849,2023-07-11,2024-05-02 14:33,2,243.04,Shoes,1.61,Credit Card,TRUE,2023-07-21,1,Gucci
361,31,Male,Technology,41096,2020-10-01,2024-05-01 13:40,25,223.7,Sports,2.28,Mobile,TRUE,2024-05-05,1,Hazzys
362,48,Female,Healthcare,77408,2021-06-13,2024-05-06 9:51,17,35.12,Golf,1.63,Virtual Account,TRUE,2023-06-04,0,Nike
363,69,Female,Technology,53951,2021-01-10,2024-05-01 2:10,10,448.96,Bags/Accessories,0.73,Virtual Account,FALSE,2023-12-23,0,Hazzys
364,66,Male,Technology,43967,2021-05-01,2024-05-07 23:02,0,179.95,Golf,3.9,App,FALSE,2024-04-20,1,Gucci
365,60,Female,Healthcare,39064,2023-09-26,2024-05-04 22:11,17,3527.9,Golf,4.4,Credit Card,FALSE,2023-12-11,0,Nike
366,29,Male,Services,147408,2022-01-02,2024-05-03 7:48,26,260.94,Kids,3.43,Credit Card,FALSE,2024-03-19,1,Hazzys
367,46,Male,Services,185380,2020-09-22,2024-05-09 1:36,28,487.46,Sports,3.29,App,FALSE,2023-07-07,1,Daks
368,54,Female,Education,56397,2022-03-17,2024-05-03 23:35,12,146.55,Golf,4.56,Mobile,TRUE,2023-12-25,1,Hazzys
369,31,Male,Services,185079,2021-08-11,2024-05-04 16:50,25,226.4,Beauty,3.84,Mobile,FALSE,2023-09-08,1,Hazzys
370,61,Male,Education,168997,2021-10-15,2024-05-04 23:37,20,30.82,Women's Clothing,0.67,Credit Card,TRUE,2023-08-13,1,Double Flag
371,45,Male,Services,43877,2021-11-06,2024-05-01 13:35,21,182.28,Luxury,3.97,App,FALSE,2024-01-25,1,Nike
372,30,Male,Technology,134506,2020-03-30,2024-05-02 20:18,19,444.74,Men's Clothing,1.24,Credit Card,TRUE,2023-07-07,0,Daks
373,59,Female,Education,111936,2019-07-05,2024-05-02 22:00,16,441.87,Luxury,3.7,Credit Card,TRUE,2023-11-15,0,Gucci
374,53,Male,Technology,,2022-07-06,2024-05-06 2:56,16,396.18,Luxury,2.39,App,FALSE,2024-03-13,1,Double Flag
375,63,Female,Healthcare,131384,2022-11-14,2024-05-07 15:33,23,271.37,Women's Clothing,3.24,Virtual Account,FALSE,2023-07-14,0,Double Flag
376,36,Female,Education,139613,2021-12-04,2024-05-04 0:06,23,459.92,Women's Clothing,1.92,Virtual Account,TRUE,2023-09-24,1,Double Flag
377,42,Female,Healthcare,100284,2020-01-20,2024-05-05 3:37,23,4694.6,Men's Clothing,0.16,App,TRUE,2024-03-16,0,Gucci
378,27,Male,Services,169544,2022-04-27,2024-05-07 15:53,17,144.53,Women's Clothing,4.72,Mobile,TRUE,2023-07-02,0,Double Flag
379,29,Female,Finance,49086,2024-04-29,2024-05-04 17:08,28,158.08,Sports,3.06,Mobile,FALSE,2024-03-27,1,Hazzys
380,42,Male,Technology,156402,2021-10-21,2024-05-08 15:29,15,257.82,Shoes,1.6,Virtual Account,FALSE,2023-11-10,1,Double Flag
381,43,Female,Services,30264,2023-07-09,2024-05-02 15:48,27,62.49,Women's Clothing,3.95,Credit Card,TRUE,2024-02-23,0,Nike
382,58,Male,Technology,144033,2022-12-03,2024-05-02 21:42,10,165.86,Golf,0.64,Mobile,TRUE,2024-03-26,1,Gucci
383,30,Female,Services,164573,2019-11-01,2024-05-01 17:58,26,418.46,Men's Clothing,3.86,App,TRUE,2023-07-01,1,Daks
384,30,Male,Finance,123650,2020-06-02,2024-05-09 4:42,28,251.71,Women's Clothing,3.48,App,FALSE,2023-11-06,1,Nike
